genes,grRateKO
Rv2497c,0.0584003656763091
Rv2496c,0.0584003656763091
Rv2495c,0.0584003656763091
Rv2941,0.0584003656763104
Rv2945c,0.0584003656763104
Rv2607,0.0584003656763104
Rv0211,0.0582803996917418
Rv3010c,0.0584003656763104
Rv2029c,0.0584003656763104
Rv2996c,0
Rv0728c,0
Rv0946c,3.33044862464597e-13
Rv1437,0.0528064605269675
Rv1445c,0.0584003656763114
Rv2233,0.0584003656763104
Rv0489,0.0584003656763104
Rv3400,0.0584003656763104
Rv3068c,0.0584003656763104
Rv2746c,0
Rv1822,0
Rv0820,0.0584003656763104
Rv0936,0.0584003656763104
Rv0545c,0.0584003656763104
Rv2281,0.0584003656763104
Rv3308,0.0584003656763104
Rv1092c,-2.91608172852044e-15
Rv3628,3.03828713569001e-13
Rv0512,0
Rv1391,-2.91608172852044e-15
Rv2247,0.0530082562847148
Rv3285,0
Rv1127c,0.0584003656763104
Rv2702,0.0583643723502902
Rv2984,0.0584003656763104
Rv3754,0
Rv3838c,0
Rv2677c,0
Rv2163c,0
Rv3627c,0
Rv2911,0.0584003656763104
Rv0772,0
Rv0809,0
Rv1603,0
Rv1606,0
Rv0780,1.11011944097092e-14
Rv2122c,0
Rv2928,0.0584003656763104
Rv2932,0.0584003656763104
Rv2934,0.0584003656763104
Rv2933,0.0584003656763104
Rv2935,0.0584003656763104
Rv2931,0.0584003656763104
Rv0788,0
Rv0803,0
Rv1188,0.0584003656763104
Rv1017c,-2.57640309479172e-15
Rv3227,0
Rv0437c,1.98580702402353e-47
Rv0505c,0
Rv3042c,0
Rv0436c,0
Rv0408,0.0583967511026737
Rv2965c,-2.91608172852044e-15
Rv3307,0.0583907765038121
Rv2074,0.0584003656763104
Rv1155,0.0584003656763104
Rv1617,0.0584003656763109
Rv0162c,0.0584003656763104
Rv3777,0.0584003656763104
Rv1594,7.30936627648935e-12
Rv2064,0.0584003656763104
Rv1412,1.00845923548642e-25
Rv1416,-6.87585842377119e-26
Rv2436,0.0584003656763104
Rv0570,0.0584003656763104
Rv1981c,0.0584003656763104
Rv3048c,7.81964031229345e-28
Rv3051c,7.81964031229345e-28
Rv1408,0.0582249225357012
Rv2465c,-3.33987099756993e-31
Rv2962c,0.0584003656763104
Rv2958c,0.0584003656763104
Rv3113,0.0584003656763104
Rv2386c,0.0584003656763104
Rv1202,0
Rv0858c,0.0584003656763104
Rv1464,0.0584003656763104
Rv2335,0.0584003656763104
Rv0069c,0.0584003656763104
Rv2847c,0
Rv2393,0.0584003656763104
Rv2552c,0
Rv2539c,0
Rv1079,0.0584003656763104
Rv0391,0.0584003656763111
Rv1200,0.0584003656763104
Rv2601,0.0584003656763104
Rv0432,0.0584003656763104
Rv3846,0.0584003656763104
Rv1731,0.0584003656763104
Rv0234c,0.0584003656763104
Rv0542c,0
Rv0553,0
Rv0951,0.0423073859275982
Rv0952,0.0423073859275982
Rv2397c,1.89939556741062e-12
Rv1739c,1.89939556741062e-12
Rv2398c,1.89939556741062e-12
Rv2400c,1.89939556741062e-12
Rv2399c,1.89939556741062e-12
Rv1448c,0.0582545194382333
Rv1672c,0.0584003656763104
Rv3465,0
Rv3468c,0.0584003656763104
Rv3634c,0.0584003656763104
Rv3464,0
Rv3784,0.0584003656763104
Rv1201c,0
Rv1559,0.0584003656763104
Rv3737,0.0584003656763104
Rv0417,0
Rv1449c,9.37119858011173e-30
Rv3314c,0.0584003656763104
Rv2764c,0.0584003656763104
Rv2977c,0
Rv0414c,0
Rv1438,0.0516591852303137
Rv3913,1.60763079276792e-12
Rv2006,0.0584003656763104
Rv3372,0.0584003656763104
Rv3490,0
Rv1373,0.0584003656763104
Rv2267c,0.0584003656763104
Rv0295c,0.0584003656763104
Rv3529c,0.0584003656763104
Rv1612,6.72623437651148e-31
Rv1613,6.72623437651148e-31
Rv2158c,0
Rv1315,0
Rv2153c,0
Rv2155c,0
Rv2152c,0
Rv3818,0
Rv0482,0
Rv2361c,0.0584003656763093
Rv0501,0.0584003656763104
Rv0536,0.0584003656763104
Rv3809c,0
Rv0322,0.0584003656763104
Rv2157c,0
Rv2883c,-4.85731593870185e-28
Rv2678c,0
Rv3309c,0.0584003656763104
Rv1849,0.0584003656763104
Rv1850,0.0584003656763104
Rv1848,0.0584003656763104
Rv0729,0.0584003656763104
Rv3300c,0.0584003656763104
Rv2793c,0.0584003656763104
Rv0113,0.0584003656763104
Rv0115,0.0584003656763104
Rv0114,0.0584003656763104
Rv2868c,0.0584003656763104
Rv3382c,0.0584003656763105
Rv1110,0.0584003656763104
Rv0392c,0.0584003656763104
Rv1130,0.0584003656763104
Rv1854c,0.0584003656763104
Rv0073,0.0584003656763104
Rv2564,0.0584003656763104
Rv0072,0.0584003656763104
Rv0411c,0.0584003656763104
Rv3401,0.0584003656763104
Rv2604c,0.0584003656763104
Rv2606c,0.0584003656763104
Rv2856,0.0584003656763104
Rv0924c,0.0584003656763104
Rv3536c,0.0581695235784433
Rv1857,0.0584003656763104
Rv1858,0.0584003656763104
Rv1859,0.0584003656763104
Rv0132c,0.0584003656763104
Rv0407,0.0584003656763104
Rv1173,0.0584003656763104
Rv3262,0.0584003656763104
Rv3261,0.0584003656763104
Rv3109,0.0584003656763104
Rv0869c,0.0584003656763104
Rv3111,0.0584003656763104
Rv0866,0.0584003656763104
Rv3119,0.0584003656763104
Rv0865,0.0584003656763104
Rv0994,0.0584003656763104
Rv2453c,0.0584003656763104
Rv1467c,0.0584003656763104
Rv0154c,0.0584003656763104
Rv3139,0.0584003656763104
Rv3039c,0.0584003656763104
Rv0231,0.0584003656763104
Rv0456c,0.0584003656763104
Rv0271c,0.0584003656763104
Rv1346,0.0584003656763104
Rv0243,0.0584003656763104
Rv3543c,0.0581695235784433
Rv3546,0.0584003656763104
Rv1679,0.0584003656763104
Rv3140,0.0584003656763104
Rv3550,0.0581695235784433
Rv0222,0.0584003656763104
Rv3141,0.0584003656763104
Rv2831,0.0584003656763104
Rv3556c,0.0584003656763104
Rv2500c,0.0584003656763104
Rv0975c,0.0584003656763104
Rv3544c,0.0581695235784433
Rv1933c,0.0584003656763104
Rv2679,0.0584003656763104
Rv3573c,0.0581695235784433
Rv1912c,0.0584003656763104
Rv0971c,0.0584003656763104
Rv3560c,0.0581695235784433
Rv1070c,0.0584003656763104
Rv2724c,0.0584003656763104
Rv3774,0.0584003656763104
Rv0632c,0.0584003656763104
Rv1074c,0.0584003656763104
Rv3505,0.0584003656763104
Rv0244c,0.0584003656763104
Rv0673,0.0584003656763104
Rv1715,0.0584003656763104
Rv3504,0.0584003656763104
Rv1071c,0.0584003656763119
Rv0400c,0.0584003656763104
Rv0972c,0.0584003656763104
Rv1935c,0.0584003656763104
Rv0131c,0.0584003656763104
Rv3562,0.0584003656763104
Rv3797,0.0584003656763104
Rv3761c,0.0584003656763104
Rv3373,0.0584003656763104
Rv0672,0.0584003656763104
Rv2486,0.0584003656763104
Rv3374,0.0584003656763104
Rv1472,0.0584003656763104
Rv3516,0.0584003656763104
Rv1142c,0.0584003656763104
Rv0905,0.0584003656763104
Rv3061c,0.0584003656763104
Rv1141c,0.0584003656763104
Rv1934c,0.0584003656763104
Rv0675,0.0584003656763104
Rv0751c,0.0584003656763119
Rv1635c,0.0584003656763104
Rv2181,0.0584003656763104
Rv2174,0.0584003656763104
Rv3793,0
Rv2298,0.0584003656763104
Rv0577,0.0584003656763104
Rv0911,0.0584003656763104
Rv0684,0.0584003656763104
Rv3025c,0.0584003656763104
Rv2357,0.0584003656763104
Rv1689,0.0584003656763104
Rv1106c,0.0583818309061951
Rv3538,0.0584003656763104
Rv3570c,0.0581695235784433
Rv3567c,0.0581695235784433
Rv3502c,0.0581695235784433
Rv3569c,0.0581695235784433
Rv3409c,0.0584003656763104
Rv3568c,0.0581695235784433
Rv3552,0.0584003656763104
Rv3551,0.0584003656763104
Rv3526,0.0581695235784433
Rv3571,0.0581695235784433
Rv3541c,0.0581695235784433
Rv3518c,0.0584003656763104
Rv3545c,0.0584003656763104
Rv3540c,0.0581695235784433
Rv3561,0.0584003656763104
Rv3537,0.0581695235784433
Rv3515c,0.0584003656763104
Rv3506,0.0584003656763104
Rv3523,0.0584003656763104
Rv3522,0.0584003656763104
Rv1135A,0.0584003656763104
Rv3556,0.0584003656763104
Rv3799c,0
Rv3500c,0.0581695235784433
Rv3499c,0.0581695235784433
Rv3494c,0.0581695235784433
Rv3496c,0.0581695235784433
Rv3495c,0.0581695235784433
Rv3497c,0.0581695235784433
Rv3501c,0.0581695235784433
Rv3498c,0.0581695235784433
Rv0438c,0.0584003656763104
Rv3322c,0.0584003656763104
Rv3206c,0.0584003656763104
Rv2959c,0.0584003656763104
Rv3782,0
Rv2673,0
Rv3805c,0
Rv3375,0.0584003656763104
Rv1263,0.0584003656763104
Rv3175,0.0584003656763104
Rv2888c,0.0584003656763104
Rv2936,0.0584003656763104
Rv2937,0.0584003656763104
Rv2938,0.0584003656763104
Rv2942,0.0584003656763104
Rv2939,0.0584003656763104
Rv2952,0.0584003656763104
Rv2951c,0.0584003656763104
Rv2173,0.0584003656763104
Rv0929,0.0584003656763104
Rv0928,0.0584003656763104
Rv0934,0.0584003656763104
Rv0935,0.0584003656763104
Rv0933,0.0584003656763104
Rv0930,0.0584003656763104
Rv0932c,0.0584003656763104
Rv2061c,0.0584003656763104
Rv2059,0.0584003656763104
Rv2060,0.0584003656763104
Rv1819c,0.0584003656763104
Rv0203,0.0584003656763104
Rv0206c,0.0584003656763104
Rv0202c,0.0584003656763104
Rv3029c,0
Rv3028c,0
Rv1456c,0
Rv2781c,0.0584003656763104
Rv3553,0.0584003656763104
Rv1852,0.0584003656763104
Rv1853,0.0584003656763104
Rv1851,0.0584003656763104
Rv3824c,0.0584003656763104
Rv3820c,0.0584003656763104
Rv3823c,0.0584003656763104
Rv3825c,0
Rv2294,0.0584003656763104
Rv1334,0.0584003656763104
Rv2895c,0
Rv3116,0.0584003656763104
Rv2377c,0.0584003656763104
Rv1862,0.0584003656763104
Rv1530,0.0584003656763104
Rv3086,0.0584003656763104
Rv0761c,0.0584003656763104
Rv0535,0.0584003656763104
Rv2048c,0.0584003656763104
Rv0127,0.0584003656763104
Rv1327c,0.0584003656763104
Rv1564c,0.0584003656763104
Rv3031,0
Rv3032,0.0584003656763104
Rv1212c,0.0584003656763104
Rv3378c,0.0584003656763104
Rv3383c,0.0584003656763104
Rv3703c,0.0584003656763104
none,0.0584003656763104
Rv2291,0.0584003656763104
Rv3117,0.0584003656763104
Rv0815c,0.0584003656763104
Rv1427c,0.0584003656763104
Rv0270,0.0584003656763104
Rv0119,0.0584003656763104
Rv0035,0.0584003656763104
Rv0852,0.0584003656763104
Rv1750c,0.0584003656763104
Rv1925,0.0584003656763104
Rv2948c,0.0584003656763104
Rv0404,0.0584003656763104
Rv1193,0.0584003656763104
Rv1058,0.0584003656763104
Rv1549,0.0584003656763104
Rv3089,0.0584003656763104
Rv1521,0.0584003656763104
Rv0166,0.0584003656763104
Rv2187,0.0584003656763104
Rv0551c,0.0584003656763104
Rv1206,0.0584003656763104
Rv2505c,0.0584003656763104
Rv3513c,0.0584003656763104
Rv1550,0.0584003656763104
Rv2950c,0.0584003656763104
Rv0214,0.0584003656763104
Rv2040c,0.0584003656763104
Rv1235,0.0584003656763104
Rv2041c,0.0584003656763104
Rv2038c,0.0584003656763104
Rv2039c,0.0584003656763104
Rv1143,0.0584003656763104
Rv2850c,0.0584003656763104
Rv2713,0.0584003656763104
Rv0018c,0
Rv2228c,0.0584003656763104
Rv0562,0
Rv3702c,0.0584003656763104
Rv3700c,0.0584003656763104
Rv2754c,0.0584003656763104
Rv3645,0.0584003656763104
Rv0634c,0.0584003656763104
Rv2581c,0.0584003656763104
Rv2641,0.0584003656763104
Rv0249c,0.0584003656763104
Rv3266c,0
Rv3592,0.0584003656763104
Rv3802c,0
Rv0774c,0.0584003656763104
Rv0519c,0.0584003656763104
Rv1288,0.0584003656763104
Rv0125,0.0584003656763104
Rv3199c,0.0584003656763104
Rv3701c,0.0584003656763104
Rv0294,0.0584003656763104
