Row,Var1
Rv0001,77.6280323494032
Rv0117,100.000000000165
Rv0182c,100.000000000167
Rv0212c,61.7312072893971
Rv0260c,100.000000000165
Rv0348,64.8437500014768
Rv0353,100.000000000165
Rv0445c,99.8592906608752
Rv0465c,100.000000000165
Rv0485,48.5875706262293
Rv0491,51.2195121951656
Rv0494,63.468634686401
Rv0576,100.000000000165
Rv0586,100.000000000165
Rv0602c,100.000000000165
Rv0757,53.1746031871263
Rv0792c,100.000000000165
Rv0818,99.8514649505734
Rv0823c,100.000000000165
Rv0844c,61.0878661088387
Rv0981,50.7122507233963
Rv1027c,100.000000000165
Rv1033c,100.000000000165
Rv1221,61.5678777038774
Rv1267c,99.9999999999323
Rv1287,48.8188976378369
Rv1316c,100.000000000165
Rv1359,99.8948736463094
Rv1379,63.7974683559469
Rv1395,72.1311475410451
Rv1475c,0.00213579852132209
Rv1657,45.0261780259776
Rv1675c,100.000000000165
Rv1785c,97.3628690139548
Rv1846c,45.4976303319551
Rv1909c,99.994936645546
Rv1931c,99.9115601182881
Rv1956,99.9111741371463
Rv1963c,67.1378091873364
Rv1985c,61.4512471732603
Rv1994c,100.000000000165
Rv2017,100.000000000165
Rv2021c,99.8493577017547
Rv2034,99.8449901607437
Rv2069,63.0872483356041
Rv2166c,39.4004282655582
Rv2175c,100.000000000165
Rv2213,61.2781954901785
Rv2359,53.7190082645086
Rv2374c,100.000000000165
Rv2704,100.000000000165
Rv2710,46.2925851705549
Rv2711,47.5225225237372
Rv2718c,99.9999999999141
Rv2720,56.5543071161531
Rv2745c,100.000000000165
Rv2788,100.000000000165
Rv3002c,99.9999999998187
Rv3003c,99.9999999998187
Rv3080c,100.000000000165
Rv3082c,100.000000000165
Rv3133c,99.8653773243165
Rv3164c,100.000000000165
Rv3223c,49.8993963838979
Rv3246c,100.000000000165
Rv3279c,100.000000000077
Rv3286c,66.2835249052081
Rv3291c,52.0114942651227
Rv3328c,100.000000000165
Rv3334,99.8296706872778
Rv3414c,100.000000000165
Rv3416,99.830223254335
Rv3557c,100.000000000165
Rv3574,99.6046525041757
Rv3575c,53.2019704432232
Rv3676,51.4124293899042
Rv3678c,100.000000000165
Rv3681c,100.000000000165
Rv3692,100.000000000165
Rv3744,100.000000000165
Rv3849,100.000000000165
Rv3911,62.5000000014234
