Row,Var1
Rv0001,54.2167650624589
Rv0117,99.9997628458623
Rv0212c,99.9997628458623
Rv0353,99.9997628458623
Rv0485,80.5823720628456
Rv0491,99.9997628458623
Rv0586,99.9997628458623
Rv0844c,99.9997628458623
Rv1027c,99.9997628458623
Rv1221,0
Rv1267c,99.9997628457084
Rv1395,0.017521525681236
Rv1657,67.9610366795084
Rv1785c,99.9997628458623
Rv1909c,99.9997628458623
Rv1931c,99.9997628456205
Rv2069,0
Rv2359,99.9998458548593
Rv2711,0.00765331966588869
Rv2720,99.9997628458623
Rv3080c,99.9997628458623
Rv3133c,0.0613446966564288
Rv3223c,1.14525925083501e-28
Rv3279c,99.9997628458623
Rv3286c,99.9997628458623
Rv3291c,49.9999055570669
Rv3414c,0.0239889496723427
Rv3574,99.9997628458623
Rv3575c,20.5437678426553
Rv3676,0.00221087723594182
